actuator_id,manufacturer,model,kind,motor_id,gearbox_id,driver_id,driver_included,Reducer,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,IP,Communication,Price_EUR,Output_Kt_Nm_per_A,Source,Notes
maxon-hpj-dt85m-wga32,Maxon,HPJ DT85M-WGA32,commercial,maxon-m-0-126-0-16-x,maxon-hpj-dt85m-wga32-gbx,,yes,strain wave WGA 32:1,,,151,261,16,51,,5.0,146,107,,optional (EPOS/EtherCAT/CANopen electronics),,,motor: maxon EC frameless DT brochure Jul2025 (verified); joint: prior DB (UNVERIFIED),"NOT in current maxon robotics flyer rev1.6 (Sept2025). Joint-level torque/speed/mass/dims (151-261 Nm, 16-51 rpm, 5.0kg, 146x107) CARRIED FROM PRIOR DB - UNVERIFIED. Motor DT85M Kt=126 mNm/A (FOC amplitude, phase), R phase-phase 0.16 ohm, MSat 5.6 Nm, OD 90 / ID 47 mm are VERIFIED (EC frameless DT brochure). Confirm joint specs with maxon. | url:https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics | datasheet:maxon_robotics_flyer_rev1.6.pdf"
maxon-hpj-dt85l-wgu32,Maxon,HPJ DT85L-WGU32,commercial,maxon-m-0-219-0-22-x,maxon-hpj-dt85l-wgu32-gbx,,yes,strain wave WGU 32:1,,,281,484,9,29,,5.3,146,120,,optional (EPOS/EtherCAT/CANopen electronics),,,motor: maxon EC frameless DT brochure Jul2025 (verified); joint: prior DB (UNVERIFIED),"NOT in current maxon robotics flyer rev1.6 (Sept2025). Joint-level torque/speed/mass/dims (281-484 Nm, 9-29 rpm, 5.3kg, 146x120) CARRIED FROM PRIOR DB - UNVERIFIED (prior DB marked 'preliminary'). Motor DT85L Kt=219 mNm/A (FOC amplitude, phase), R phase-phase 0.22 ohm, MSat 9.8 Nm, OD 90 / ID 47 mm are VERIFIED (EC frameless DT brochure). Confirm joint specs with maxon. | url:https://www.maxongroup.com/en/market-solutions/mobility-solutions/robotics | datasheet:maxon_robotics_flyer_rev1.6.pdf"
cubemars-ak60-6-v3-0-kv80,CubeMars,AK60-6 V3.0 KV80,commercial,cubemars-m-0-135-0-595-80,cubemars-ak60-6-v3-0-kv80-gbx,,yes,planetary 6:1,48,3,9,,490,640,,0.38,79,43,,CAN / UART,201,,https://www.cubemars.com/,"Dual-voltage 24/48V; speeds@48V (24V: rated 233/no-load 320, peak I 10.3A). Torque/speed=output(post 6:1); Kt/Kv/Ke/R/L=motor-frame(pre-gearbox). 24 slots. Dielectric 500V 5mA/2s. NTC temp sensor. 21-bit magnetic encoder. Currents ADC. | src:https://www.cubemars.com/product/ak60-6-v3-0-kv80-robotic-actuator.html"
cubemars-ak70-10-kv100,CubeMars,AK70-10 KV100,commercial,cubemars-m-0-123-0-272-100,cubemars-ak70-10-kv100-gbx,,yes,planetary 10:1,48,8.3,24.8,,310,480,,0.521,89,50.25,,CAN / UART,349,,https://www.cubemars.com/,Dual-voltage 24/48V; speeds@48V (24V: rated 148/no-load 240). Current page lists motor weight 521g (earlier pass saw 621g elsewhere on page). Torque/speed=output(post 10:1); Kt/Kv/Ke/R/L=motor-frame. Dielectric 1000V. Backlash 0.12deg. 14-bit encoder. NTC. Currents ADC. | src:https://www.cubemars.com/product/ak70-10-kv100-robotic-actuator.html
cubemars-ak80-6-kv100,CubeMars,AK80-6 KV100,commercial,cubemars-m-0-105-0-17-100,cubemars-ak80-6-kv100-gbx,,yes,planetary 6:1,48,6,12,,603,800,,0.485,98,38.5,,CAN / UART,412,,https://www.cubemars.com/,Torque/speed=output(post 6:1); Kt/Kv/Ke/R/L=motor-frame. Dielectric 1000V. Backlash 0.22deg. 14-bit encoder. Currents ADC. | src:https://www.cubemars.com/product/ak80-6-kv100-robotic-actuator.html
cubemars-ak80-9-v3-0-kv100,CubeMars,AK80-9 V3.0 KV100,commercial,cubemars-m-0-095-0-16-100,cubemars-ak80-9-v3-0-kv100-gbx,,yes,planetary 9:1,48,9,22,,390,570,,0.49,98,38.5,,CAN / UART,420,,https://www.cubemars.com/,Torque/speed=output(post 9:1); Kt/Kv/Ke/R/L=motor-frame. 36 slots. Dielectric 1000V. Backlash 15 arcmin. Elec time const not published; note printed mech tc 0.725ms numerically equals L/R(=0.725ms) so may be mislabeled. 16-bit encoder. NTC. Currents ADC. | src:https://www.cubemars.com/product/ak80-9-v3-0-robotic-actuator.html
cubemars-ak10-9-v3-0-kv60,CubeMars,AK10-9 V3.0 KV60,commercial,cubemars-m-0-16-0-248-60,cubemars-ak10-9-v3-0-kv60-gbx,,yes,planetary 9:1,48,18,53,,235,320,,0.94,98,61.7,,CAN / UART,612,,https://www.cubemars.com/,Torque/speed=output(post 9:1); Kt/Kv/Ke/R/L=motor-frame. 36 slots. Dielectric 1000V. Dual encoder 21-bit inner + 15-bit outer magnetic. Back-drive torque not published on V3 page. NTC. Currents ADC. | src:https://www.cubemars.com/product/ak10-9-v3-0-kv60-robotic-actuator.html
cubemars-ak10-9-v2-0-kv60,CubeMars,AK10-9 V2.0 KV60,commercial,cubemars-m-0-198-0-195-60,cubemars-ak10-9-v2-0-kv60-gbx,,yes,planetary 9:1,48,18,48,,228,320,,0.96,98,61.7,,CAN / UART,612,,https://www.cubemars.com/,Dual-voltage 24/48V; speeds@48V (24V: rated 109/no-load 160). Torque/speed=output(post 9:1); Kt/Kv/Ke/R/L=motor-frame. Dielectric 1000V. Backlash 0.33deg. Dual encoder 14-bit inner + 15-bit outer. NTC. Currents ADC. | src:https://www.cubemars.com/product/ak10-9-v2-0-kv60-robotic-actuator.html
cubemars-ak80-8-kv60,CubeMars,AK80-8 KV60,commercial,cubemars-m-0-199-0-43-60,cubemars-ak80-8-kv60-gbx,,yes,planetary 8:1,48,10,25,,243,360,,0.57,98,43.9,,CAN / UART,412,,https://www.cubemars.com/,Torque/speed=output(post 8:1); Kt/Kv/Ke/R/L=motor-frame. Dielectric 1000V. Backlash 0.38deg. Dual encoder 14-bit inner + 15-bit outer. Currents ADC. | src:https://www.cubemars.com/product/ak80-8-kv60-robotic-actuator.html
cubemars-ak80-64-kv80,CubeMars,AK80-64 KV80,commercial,cubemars-m-0-136-0-22-80,cubemars-ak80-64-kv80-gbx,,yes,planetary 64:1,48,48,120,,48,75,,0.85,98,61.9,,CAN / UART,780,,https://www.cubemars.com/,Dual-voltage 24/48V; speeds@48V (24V: rated 23/no-load 37). Torque/speed=output(post 64:1); Kt/Kv/Ke/R/L=motor-frame. Dielectric 1000V. Backlash 0.18deg. Single 14-bit inner encoder. NTC. Currents ADC. | src:https://www.cubemars.com/product/ak80-64-kv80-robotic-actuator.html
cubemars-ak70-9-v3-0-kv60,CubeMars,AK70-9 V3.0 KV60,commercial,cubemars-m-0-159-0-475-60,cubemars-ak70-9-v3-0-kv60-gbx,,yes,planetary 9:1,48,8.5,29.2,,260,320,,0.54,89,49,,CAN / UART,349,,https://www.cubemars.com/,"UNITS FIX: live page prints R as '475 Ohm' and L as '408 mH' (anomalous); published Km=0.23 reconciles only with R=475 mOhm (Km=Kt/sqrt(R)=0.159/sqrt(0.475)=0.23) and sister AK models use mOhm/uH, so recorded R=0.475 Ohm, L=408 uH. Torque/speed=output(post 9:1). 24 slots. Dielectric 1000V. Dual encoder 14-bit+15-bit. Elec time const not published. Currents ADC. | src:https://www.cubemars.com/product/ak70-9-v3-0-kv60-robotic-actuator.html"
cubemars-ak60-39-v3-0-kv80,CubeMars,AK60-39 V3.0 KV80,commercial,cubemars-m-0-12-0-6-80,cubemars-ak60-39-v3-0-kv80-gbx,,yes,planetary 39:1,48,24,72,,70,98,,0.75,79,67,,CAN / UART,393,,https://www.cubemars.com/,Torque/speed=output(post 39:1); Kt/Kv/Ke/R/L=motor-frame. 24 slots. Dielectric 500V. Backlash 15 arcmin. Dual 21-bit MT6835 encoders. Elec time const not published. NTC. Currents ADC. | src:https://www.cubemars.com/product/ak60-39-v3-0-kv80-robotic-actuator.html
cubemars-ak45-36-v3-0-kv80,CubeMars,AK45-36 V3.0 KV80,commercial,cubemars-m-0-11-1-8-80,cubemars-ak45-36-v3-0-kv80-gbx,,yes,planetary 36:1,24,8,24,,40,52,,0.349,55,56.5,,CAN / UART,163,,https://www.cubemars.com/,Torque/speed=output(post 36:1); Kt/Kv/Ke/R/L=motor-frame. 24 slots. Dielectric 500V. Backlash 12 arcmin. Dual 16-bit MT6835 encoders. Winding type + time constants not published. Currents ADC. | src:https://www.cubemars.com/product/ak45-36-v3-0-kv80-robotic-actuator.html
cubemars-ak45-10-v3-0-kv75,CubeMars,AK45-10 V3.0 KV75,commercial,cubemars-m-0-127-2-2-75,cubemars-ak45-10-v3-0-kv75-gbx,,yes,planetary 10:1,24,2.5,7,,120,180,,0.262,53,45.2,,CAN / UART,137,,https://www.cubemars.com/,Torque/speed=output(post 10:1); Kt/Kv/Ke/R/L=motor-frame. 24 slots. Dielectric 500V. Backlash 18 arcmin. Dual 16-bit MT6835 encoders. Winding type + time constants not published. NTC. Currents ADC. | src:https://www.cubemars.com/product/ak45-10-v3-0-kv75-robotic-actuator.html
cubemars-ak40-10-v3-0-kv170,CubeMars,AK40-10 V3.0 KV170,commercial,cubemars-m-0-056-0-978-170,cubemars-ak40-10-v3-0-kv170-gbx,,yes,planetary 10:1,24,1.3,4.1,,370,435,,0.19,53,40.2,,CAN / UART,119,,https://www.cubemars.com/,Torque/speed=output(post 10:1); Kt/Kv/Ke/R/L=motor-frame. Max continuous power 50W. 24 slots. Dielectric 500V. Backlash 18 arcmin. Dual 16-bit MT6835 encoders. Winding type + time constants not published. Currents ADC. | src:https://www.cubemars.com/product/ak40-10-v3-0-kv170-robotic-actuator.html
cubemars-ak60-6-v1-1-kv80,CubeMars,AK60-6 V1.1 KV80,commercial,cubemars-m-0-078-0-202-80,cubemars-ak60-6-v1-1-kv80-gbx,,yes,planetary 6:1,24,3,9,,233,320,,0.368,79,39.5,,CAN / UART,262,,https://www.cubemars.com/,"V1 generation, single 14-bit encoder. Torque/speed=output(post 6:1); Kt/Kv/Ke/R/L=motor-frame. Dielectric 500V. Backlash 0.55deg. Currents ADC. | src:https://www.cubemars.com/product/ak60-6-v1-1-kv80-robotic-actuator.html"
cubemars-ak60-6-v1-1-kv140,CubeMars,AK60-6 V1.1 KV140,commercial,cubemars-m-x-x-140,cubemars-ak60-6-v1-1-kv140-gbx,,yes,planetary 6:1,24,3,9,,420,560,,0.368,79,39.5,,CAN / UART,,,https://www.cubemars.com/,KV140 winding variant shown on same page as KV80. Only mechanical/performance specs published for KV140 (electrical constants Kt/Ke/R/L/Km not separately listed). Price for KV140 not separately shown (page price $298.9 is KV80). Currents ADC. | src:https://www.cubemars.com/product/ak60-6-v1-1-kv80-robotic-actuator.html
cubemars-akh70-48-v1-0-kv41,CubeMars,AKH70-48 V1.0 KV41,commercial,cubemars-m-0-23-0-56-41,cubemars-akh70-48-v1-0-kv41-gbx,,yes,planetary 48:1,48,74,222,,28,35,,1.396,90,81.5,,CAN / UART,612,,https://www.cubemars.com/,"Hollow-shaft planetary, 7mm bore. R printed 0.56 Ohm, L printed 0.6 mH. 36 slots. Dielectric 500V. Backlash 12 arcmin. Dual 21-bit encoders. Elec time const not published. Currents ADC. Torque/speed=output. | src:https://www.cubemars.com/product/akh70-48-v-1-0-kv41-hollow-shaft-planetary-actuator.html"
cubemars-akh70-16-v1-0-kv41,CubeMars,AKH70-16 V1.0 KV41,commercial,cubemars-m-0-23-0-56-41,cubemars-akh70-16-v1-0-kv41-gbx,,yes,planetary 16:1,48,26,78,,90,105,,0.879,90,60.5,,CAN / UART,525,,https://www.cubemars.com/,"Hollow-shaft planetary, 7mm bore. Peak torque spec table 78Nm (headline says 85Nm). R printed 0.56 Ohm, L printed 0.6 mH. 36 slots. Dielectric 500V. Backlash 12 arcmin. Dual 21-bit encoders. Elec time const not published. Currents ADC. | src:https://www.cubemars.com/product/akh70-16-v-1-0-kv41-hollow-shaft-planetary-actuator.html"
cubemars-aka10-9-kv60,CubeMars,AKA10-9 KV60,commercial,cubemars-m-0-16-0-248-60,cubemars-aka10-9-kv60-gbx,,yes,planetary 9:1,48,18,53,,109,280,,1.06,100,70,,CAN / UART,700,,https://www.cubemars.com/,Ke printed '0.0167 V/krpm' but value is really V/rpm (=16.7 V/krpm). No-load speed 280rpm in table (320 cited in summary). Torque/speed=output(post 9:1). Dielectric 1000V. Backlash 0.15deg. Outer-ring 16-bit encoder. Currents ADC. | src:https://www.cubemars.com/product/aka10-9-kv60-robotic-actuator.html
cubemars-aka60-6-kv80,CubeMars,AKA60-6 KV80,commercial,cubemars-m-0-11937-0-595-80,cubemars-aka60-6-kv80-gbx,,yes,planetary 6:1,48,3,9,,400,640,,0.46,80,51.2,,CAN / UART,262,,https://www.cubemars.com/,Ke printed '0.0125 V/krpm' but value is really V/rpm (=12.5 V/krpm). Dual-voltage 24/48V; speeds@48V (24V: rated 200/no-load 320). Torque/speed=output(post 6:1). Dielectric 500V. Single 14-bit encoder. Back-drive not published. Currents ADC. | src:https://www.cubemars.com/product/aka60-6-kv80-robotic-actuator.html
cubemars-ake90-8-kv35,CubeMars,AKE90-8 KV35,commercial,cubemars-m-0-272-0-164-35,cubemars-ake90-8-kv35-gbx,,,planetary 8:1,48,55,170,,120,210,,1.4,107.5,43.5,,,424,,https://www.cubemars.com/,"QDD module: no encoder, no driver board (sold separately). Ke printed '0.0285 V/krpm' but value is really V/rpm (=28.5 V/krpm). Rated power 700W. Backlash 9 arcmin. Dielectric 1000V 5mA/2s. Back-drive torque NOT on live page (user-supplied datasheet=9Nm). Torque/speed=output(post 8:1); Kt/Kv/Ke/R/L=motor-frame. Currents ADC. Rated power 700W (not the 1500W peak-curve figure). | src:https://www.cubemars.com/product/ake90-8-kv35-quasi-direct-drive-actuator.html"
cubemars-ake80-8-kv30,CubeMars,AKE80-8 KV30,commercial,cubemars-m-0-32-0-87-30,cubemars-ake80-8-kv30-gbx,,,planetary 8:1,48,12,30,,150,195,,0.57,87,32,,,298,,https://www.cubemars.com/,"QDD module: no encoder, no driver board. Rated power 188W. Backlash 9 arcmin. Dielectric 500V. Torque/speed=output(post 8:1); Kt/Kv/Ke/R/L=motor-frame. Back-drive not published. Currents ADC. | src:https://www.cubemars.com/product/ake80-8-kv30-quasi-direct-drive-actuator.html"
cubemars-ake60-8-kv80,CubeMars,AKE60-8 KV80,commercial,cubemars-m-0-13-0-577-80,cubemars-ake60-8-kv80-gbx,,,planetary 8:1,24,5,12.5,,180,240,,0.26,69,25,,,192,,https://www.cubemars.com/,"QDD module: no encoder, no driver board. 24V. Rated power 95W. Backlash 9 arcmin. Dielectric 500V. Torque/speed=output(post 8:1); Kt/Kv/Ke/R/L=motor-frame. Back-drive not published. Currents ADC. | src:https://www.cubemars.com/product/ake60-8-kv80-quasi-direct-drive-actuator.html"
