layer,manufacturer,model,product_url,datasheet_url,datasheet_local,price_EUR,price_source,Voltage_V,Rated_Torque_Nm,Peak_Torque_Nm,Max_Momentary_Torque_Nm,Rated_Speed_RPM,Max_Speed_RPM,Rated_Power_W,Weight_kg,Diameter_mm,Length_mm,Reducer_or_Ratio,Kt_raw_Nm_per_A,Kt_ref,Kv_raw,Kv_unit,Kv_ref,R_raw_ohm,R_ref,Winding,Pole_Pairs,Cont_Current_A,Peak_Current_A,IP,Communication,Notes,Source,__file
actuator,MyActuator,RMD-L-4015,https://www.myactuator.com/l-4015-details,https://www.myactuator.com/downloads-lseries,,,,16,0.22,0.49,,520.0,,100.0,0.12,39.6,33.0,direct drive (no gearbox),,,,,,,,,,1.88,,,CAN BUS / RS485,"L-4015 (KV variant -20T). Rated 0.22 / peak 0.49 Nm, 520 rpm, nominal 100 W, 16 V, 120 g, size 39.6 x 33 mm. Direct drive; 18-bit encoder. Kt/Kv/R not published.",Amazon RMD-L-4015-20T listing + https://www.dingsmotionusa.com/rmd-l-collection,myactuator_specs.csv
actuator,MyActuator,RMD-L-5005,https://www.myactuator.com/l-5005-details,https://www.myactuator.com/downloads-lseries,,,,16,0.13,0.42,,1360.0,,100.0,0.092,50.0,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-5005 direct-drive. Rated 0.13 / peak 0.42 Nm, 1360 rpm, 16 V, 92 g, MC100 (100 W) drive. Kt/Kv/R not obtained.",https://www.dingsmotionusa.com/rmd-l-collection,myactuator_specs.csv
actuator,MyActuator,RMD-L-5010,https://www.myactuator.com/l-5010-details,https://www.myactuator.com/downloads-lseries,,,,16,0.26,0.65,,600.0,,100.0,0.135,50.0,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-5010 (KV variant -35T) direct-drive. Rated 0.26 / peak 0.65 Nm, 600 rpm, 16 V, 135 g, MC100 (100 W). Kt/Kv/R not obtained.",https://www.dingsmotionusa.com/rmd-l-collection,myactuator_specs.csv
actuator,MyActuator,RMD-L-5015,https://www.myactuator.com/l-5015-details,https://www.myactuator.com/downloads-lseries,,,,16,0.36,0.82,,350.0,,100.0,0.174,50.0,,direct drive (no gearbox),,,,,,,,,,,,,CAN BUS / RS485,"L-5015 (KV variant -10T) direct-drive. Rated 0.36 / peak 0.82 Nm, 350 rpm, 16 V, 174 g, MC100 (100 W). 18-bit encoder. Kt/Kv/R not obtained.",https://www.dingsmotionusa.com/rmd-l-collection ; Amazon RMD-L-5015-10T,myactuator_specs.csv
actuator,MyActuator,RMD-L-7015,https://www.myactuator.com/l-7015-details,https://www.myactuator.com/downloads-lseries,,,,24,1.0,3.8,,580.0,805.0,200.0,0.36,70.0,,direct drive (no gearbox),0.28,"motor (direct drive, ratio 1:1)",34.0,rpm/V,motor,1.14,motor phase,,14.0,3.62,15.0,,CAN BUS / RS485,"L-7015 (KV variant -23T) direct-drive. Rated 1 / peak 3.8 Nm, 580 rpm (max 805), 200 W, 24 V, 360 g. Kt 0.28 Nm/A & Kv 34 rpm/V (motor, self-consistent Kt*Kv=9.5). 18-bit magnetic encoder.",https://rcdrone.top/products/myactuator-l-7015-bldc-servo-motor ; https://www.dingsmotionusa.com/rmd-l-7015,myactuator_specs.csv
actuator,MyActuator,RMD-L-7025,https://www.myactuator.com/l-7025-details,https://www.myactuator.com/downloads-lseries,,,,24,1.6,4.1,,280.0,,200.0,0.54,70.0,,direct drive (no gearbox),,,,,,,,,14.0,,,,CAN BUS / RS485,"L-7025 (KV variant -28T) direct-drive. Rated 1.6 / peak 4.1 Nm, 280 rpm, 200 W, 24 V, 540 g. Kt/Kv/R not obtained (rcdrone page 404).",https://www.dingsmotionusa.com/rmd-l-7025 ; RobotShop RMD-L-7025-28T,myactuator_specs.csv
actuator,MyActuator,RMD-L-9015,https://www.myactuator.com/l-9015-details,https://www.myactuator.com/downloads-lseries,,,,24,1.67,5.0,,290.0,500.0,200.0,0.65,90.0,,direct drive (no gearbox),0.45,"motor (direct drive, ratio 1:1)",21.0,rpm/V,motor,1.51,motor phase,,14.0,3.34,11.0,,CAN BUS / RS485,"L-9015 (KV variant -16T) direct-drive. Rated 1.67 / peak 5 Nm, 290 rpm (max 500), 200 W, 24 V, 650 g. Kt 0.45 Nm/A & Kv 21 rpm/V (motor). L 1.05 mH; rotor inertia 3271 g.cm2; 14-bit encoder. (Amazon lists 1.64 Nm variant.)",https://rcdrone.top/products/myactuator-l-9015-direct-drive-bldc-servo-motor ; https://www.dingsmotionusa.com/rmd-l-9015,myactuator_specs.csv
actuator,MyActuator,RMD-L-9025,https://www.myactuator.com/l-9025-details,https://www.myactuator.com/downloads-lseries,,,,24,2.79,5.8,,130.0,280.0,200.0,0.88,90.0,,direct drive (no gearbox),0.76,"motor (direct drive, ratio 1:1)",12.0,rpm/V,motor,1.9,motor phase,,14.0,3.46,7.6,,CAN BUS / RS485,"L-9025 direct-drive (largest RMD-L). Rated 2.79 / peak 5.8 Nm, 130 rpm (max 280), 200 W, 24 V, 880 g. Kt 0.76 Nm/A & Kv 12 rpm/V (motor). 14-bit encoder; control precision 0.001 deg.",https://rcdrone.top/products/myactuator-l-9025-direct-drive-bldc-servo-motor ; https://www.dingsmotionusa.com/rmd-l-9025,myactuator_specs.csv
motor,Unitree,GO-M8010-6,https://shop.unitree.com/products/go1-motor,https://techshare.co.jp/faq/wp-content/uploads/2023/12/GO-M8010-6_Motor_Data_User_Manual_V1.0.pdf,datasheets/qdd-western/unitree_go-m8010-6_manual.pdf,340.0,"$369 USD, shop.unitree.com (official); conv @0.92 USD->EUR",12-30 (24 rec),,23.7,,,286.0,,0.53,96.5,42.3,6.33:1,0.63895,unknown,,,,,,,,,40.0,,"RS485 (High Speed 485), 4Mbit/s","Datasheet wording: 'Maximum Torque 23.7NM' (at output, after 6.33 reduction per product desc); 'Maximum Relative Current 40A'; 'Maximum Revolution Speed 30 rad/s @24V' (=286 RPM, output). Torque constant 0.63895 Nm/A given without reference frame (appears output-referenced: 23.7/0.63895=37A). Full size L*W*H 96.5x92.5x42.3mm. 15-bit rotor absolute encoder + temp sensor. Control freq 6kHz. No rated torque, Kv, pole pairs, or R published.",https://techshare.co.jp/faq/wp-content/uploads/2023/12/GO-M8010-6_Motor_Data_User_Manual_V1.0.pdf,qdd-western_specs.csv
motor,Unitree,A1 Motor,https://shop.unitree.com/products/unitree-a1-motor,https://www.unitree.com/a1/motor/,,460.0,"$500 USD, shop.unitree.com (official); conv @0.92 USD->EUR",20-40,,,33.5,,200.0,,0.605,,,,0.9287,unknown,,,,,,,,,,,RS485,"Datasheet wording: 'Maximum Instantaneous Torque 33.5N.m'; 'Maximum Joint Rotate Speed 21rad/s' (=200 RPM). Torque constant 0.9287 Nm/A, reference frame not stated. 15-bit motor encoder. Comm control period 1kHz. Reduction ratio not published on official spec page. Implied peak current ~36A (33.5/0.9287) not stated. No rated torque, Kv, pole pairs, R.",https://www.unitree.com/a1/motor/,qdd-western_specs.csv
motor,Unitree,B1 Motor,https://shop.unitree.com/products/b1-motor,,,2760.0,"$3000 USD, shop.unitree.com (official); conv @0.92 USD->EUR",36-64,,,140.0,,87.0,,1.2,,,16:1,,,,,,,,,,,,,RS485,"Max instantaneous torque 140 Nm; max joint speed 9.1 rad/s (=87 RPM); reduction 1:16; weight 1.2 kg; 36-64V; RS-485. Specs from reseller listing (sonnyrobotics.com); Unitree official store page shows price only, no spec table. Kt/Kv/pole pairs/R not published.",https://sonnyrobotics.com/products/unitree-b1-motor (specs); price https://shop.unitree.com/products/b1-motor,qdd-western_specs.csv
motor,Unitree,IM6014 Motor,https://shop.unitree.com/products/unitree-im6014-motor,https://www.unitree.com/mobile/IM6014/,,496.0,"from $539 USD (single-unit kit), shop.unitree.com (official); conv @0.92 USD->EUR",24-75,,34.4,,,518.0,,0.535,65.0,60.0,12.67:1 (3:38),,,,,,,,,,,40.0,,RS485 (High Speed RS-485),"Datasheet: 'Maximum Torque (Opposite to Rotational Speed) 34.4N.m', '(Same Direction As Speed) 31.7N.m'; 'Maximum (No-Load) Speed 54.2 rad/s @60V' (=518 RPM); 'Maximum Line Current 40A'; 'Gear Ratio 3:38' (=12.67:1); dims phi65x60mm. Dual absolute encoders (rotor 15-bit + output). No Kt, rated torque, or R published.",https://www.unitree.com/mobile/IM6014/,qdd-western_specs.csv
motor,Unitree,M107 (H1/B2 joint motor),https://www.unitree.com/h1/,,,,NOT sold standalone (integrated in H1/B2),,,360.0,,,,,,,,,,,,,,,,,,,,,,"NOT a direct-sale standalone product - integrated joint actuator in Unitree H1 humanoid / B2. Marketing figures only (no datasheet): knee peak ~360 Nm, hip ~220 Nm, ankle ~59 Nm, arm ~75 Nm; peak torque density 189 Nm/kg; ~107x74mm; low-inertia high-speed internal-rotor PMSM. Robot battery max voltage 67.2V. Peak_Torque=360 is the knee-config value. Weight not published (density implies ~1.9 kg at 360 Nm).",https://www.unitree.com/h1/,qdd-western_specs.csv
actuator,mjbots,qdd100 beta 3,https://mjbots.com/products/qdd100-beta-3,https://mjbots.com/products/qdd100-beta-3,,809.0,"$879 USD servo, mjbots.com (official); dev kit $999; conv @0.92 USD->EUR",10-44,3.3,16.0,,,600.0,500.0,0.507,100.0,44.0,planetary 6:1,,,,,,,,,,,,,CAN-FD 5Mbps,"Torque thermal tiers (0 speed, 24V, 20C, no airflow/heatsink): 'Peak 16 Nm (<1s)', '10 Nm - 60s', '6 Nm - 400s', '3.3 Nm - Indefinite' (=continuous->Rated). Max speed '3600 dps @36V' (=600 RPM), '2300 dps @24V' (=383 RPM). Peak power 500W. Backlash +/-0.25 deg. M0.5 6:1 planetary + moteus-derived integrated controller. Dev kit $999. Kt/Kv/pole pairs/currents not published.",https://mjbots.com/products/qdd100-beta-3,qdd-western_specs.csv
motor,mjbots,mj5208,https://mjbots.com/products/mj5208,https://mjbots.com/products/mj5208,,68.0,"$74 USD, mjbots.com (official); conv @0.92 USD->EUR",,,1.7,,,7500.0,600.0,0.193,63.0,25.0,,,,330.0,rpm/V,unknown,,,,,,,,,"5208-size brushless outrunner. Datasheet: 'Peak torque 1.7 Nm', 'Kv 330', 'Maximum RPM 7500', 'Peak power 600W', 'Mass (with wires) 193g', OD 63mm x 25mm. Kv winding/reference frame not stated. Motor used in the moteus devkit. No Kt, R, pole pairs published.",https://mjbots.com/products/mj5208,qdd-western_specs.csv
driver,mjbots,moteus r4.11,https://mjbots.com/products/moteus-r4-11,https://mjbots.com/products/moteus-r4-11,,86.0,"$94 USD, mjbots.com (official); conv @0.92 USD->EUR",10-44 (<=10S),,,,,,900.0,0.0142,,,,,,,,,,,,,12 / 32,100.0,,CAN-FD 5Mbps,"Standalone 3-phase FOC BLDC controller. Continuous phase current 12A (w/o thermal mgmt) / 32A (w/ thermal mgmt); peak phase current 100A; bus 10-44V (<=10S); peak electrical power 900W @30V. PCB 46x53mm, 14.2g. STM32G4 (170 MHz). Control 15-30kHz. Firmware open-source (Apache-2.0). Connectors 2x XT30PW-M + 2x JST PH-3.",https://mjbots.com/products/moteus-r4-11,qdd-western_specs.csv
driver,mjbots,moteus-n1,https://mjbots.com/products/moteus-n1,https://mjbots.com/products/moteus-n1,,137.0,"$149 USD, mjbots.com (official); conv @0.92 USD->EUR",10-54 (<=12S),,,,,,2000.0,0.0146,,,,,,,,,,,,,9 / 26,100.0,,CAN-FD 5Mbps,"Standalone 3-phase FOC BLDC controller. Continuous phase current 9A (w/o thermal mgmt) / 26A (w/ thermal mgmt); peak phase current 100A; bus 10-54V (<=12S); peak electrical power 2kW @36V. 46x46x8mm, 14.6g. STM32G4. Integrated absolute magnetic encoder. Firmware open-source (Apache-2.0).",https://mjbots.com/products/moteus-n1,qdd-western_specs.csv
driver,mjbots,moteus-c1,https://mjbots.com/products/moteus-c1,https://mjbots.com/products/moteus-c1,,63.0,"$69 USD, mjbots.com (official); conv @0.92 USD->EUR",10-51 (<=12S),,,,,,250.0,0.0089,,,,,,,,,,,,,5 / 14,20.0,,CAN-FD 5Mbps,"Standalone 3-phase FOC BLDC controller (low-cost). Continuous phase current 5A (w/o thermal mgmt) / 14A (w/ thermal mgmt); peak phase current 20A; bus 10-51V (<=12S); peak electrical power 250W @28V. 38x38x9mm, 8.9g.",https://mjbots.com/products/moteus-c1,qdd-western_specs.csv
actuator,HEBI Robotics,X5-1,https://www.hebirobotics.com/actuators,https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf,datasheets/qdd-western/hebi_x-series_datasheet.pdf,3945.95,"EUR 3945.95, mybotshop.de (reseller; HEBI publishes no public price)",24-48,1.3,2.5,,,90.0,,0.33,,,272.222:1,1.1,output; T-series corr. (docs.hebi.us),5.6,RPM/V,output; T-series corr.,10.0,motor winding; wye/delta unknown,,,0.5,1.6,,100 Mbps Ethernet (dual port),"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x31mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (0.5/1.6A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price).",Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,qdd-western_specs.csv
actuator,HEBI Robotics,X5-4,https://www.hebirobotics.com/actuators,https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf,datasheets/qdd-western/hebi_x-series_datasheet.pdf,3945.95,"EUR 3945.95, mybotshop.de (reseller; HEBI publishes no public price)",24-48,4.0,7.0,,,32.0,,0.345,,,762.222:1,3.1,output; T-series corr. (docs.hebi.us),2.0,RPM/V,output; T-series corr.,,motor winding; wye/delta unknown,,,0.5,1.6,,100 Mbps Ethernet (dual port),"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x31mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (0.5/1.6A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price).",Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,qdd-western_specs.csv
actuator,HEBI Robotics,X5-9,https://www.hebirobotics.com/actuators,https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf,datasheets/qdd-western/hebi_x-series_datasheet.pdf,3945.95,"EUR 3945.95, mybotshop.de (reseller; HEBI publishes no public price)",24-48,8.0,13.0,,,14.0,,0.36,,,1742.222:1,7.1,output; T-series corr. (docs.hebi.us),0.9,RPM/V,output; T-series corr.,,motor winding; wye/delta unknown,,,0.5,1.6,,100 Mbps Ethernet (dual port),"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x31mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (0.5/1.6A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price).",Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,qdd-western_specs.csv
actuator,HEBI Robotics,X8-3,https://www.hebirobotics.com/actuators,https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf,datasheets/qdd-western/hebi_x-series_datasheet.pdf,4595.95,"EUR ~4595.95 (X5 base 3945.95 + 650), mybotshop.de (reseller; HEBI publishes no public price)",24-48,3.0,7.0,,,84.0,,0.455,,,272.222:1,1.6,output; T-series corr. (docs.hebi.us),3.8,RPM/V,output; T-series corr.,5.3,motor winding; wye/delta unknown,,,1.3,3.0,,100 Mbps Ethernet (dual port),"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x45mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (1.3/3.0A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price).",Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,qdd-western_specs.csv
actuator,HEBI Robotics,X8-9,https://www.hebirobotics.com/actuators,https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf,datasheets/qdd-western/hebi_x-series_datasheet.pdf,4595.95,"EUR ~4595.95 (X5 base 3945.95 + 650), mybotshop.de (reseller; HEBI publishes no public price)",24-48,8.0,20.0,,,30.0,,0.475,,,762.222:1,4.6,output; T-series corr. (docs.hebi.us),1.3,RPM/V,output; T-series corr.,,motor winding; wye/delta unknown,,,1.3,3.0,,100 Mbps Ethernet (dual port),"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x45mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (1.3/3.0A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price).",Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,qdd-western_specs.csv
actuator,HEBI Robotics,X8-16,https://www.hebirobotics.com/actuators,https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf,datasheets/qdd-western/hebi_x-series_datasheet.pdf,4595.95,"EUR ~4595.95 (X5 base 3945.95 + 650), mybotshop.de (reseller; HEBI publishes no public price)",24-48,16.0,38.0,,,15.0,,0.49,,,1462.222:1,8.8,output; T-series corr. (docs.hebi.us),0.7,RPM/V,output; T-series corr.,,motor winding; wye/delta unknown,,,1.3,3.0,,100 Mbps Ethernet (dual port),"Series-elastic geared actuator (motor+gear train+spring+encoders+controls). Datasheet: peak/cont torque + max speed as listed; 24-48V DC; 100Mbps Ethernet dual-port; backlash +/-0.25 deg; dims 110x73x45mm, 15mm hollow bore. Gear ratio, Kt, Kv (speed const), R from HEBI's T-series equivalent (docs.hebi.us), which HEBI states 'can be directly correlated to the corresponding X-Series'. Datasheet Cont/Peak current (1.3/3.0A @36V) are bus-side, not phase current. IP rating not stated. Price is reseller (HEBI publishes no public price).",Datasheet https://docs.hebi.us/resources/datasheets/X-SeriesDatasheet.pdf ; gear ratio/Kt/Kv/R https://docs.hebi.us/hardware.html (T-series correlation); price mybotshop.de,qdd-western_specs.csv
actuator,RobStride,RS00,https://www.robstride.com/products/robStride00,https://github.com/RobStride/Product_Information/tree/main/Product%20Literature/RS00,datasheets/robstride-steadywin/robstride_RS00_user_manual.pdf,142.95,OpenELAB EUR (motor w/o debug board); Seeed $125,24-60,5.0,14.0,,260.0,315.0,170.0,0.31,57.0,51.0,10:1 planetary,1.48,output-shaft; per Arms(RMS) [derived; datasheet states 'N.m/Arms' only],9.5,Vrms/kRPM,"back-EMF const (Ke); motor-shaft [inferred, frame unstated]",,,unknown,14.0,4.7,15.5,,CAN 1Mbps (CANopen),Rated V=48; square 57x57x51mm; dual 14-bit magnetic encoders; no-load current 0.5Arms; currents are Apk(peak); IP not stated on datasheet; rated load tested @100rpm; 28 poles,RobStride RS00 User Manual (github.com/RobStride/Product_Information); OpenELAB guide; AliExpress official store 1103506059,robstride-steadywin_specs.csv
actuator,RobStride,RS01,https://www.robstride.com/products/robStride01,https://github.com/RobStride/Product_Information/tree/main/Product%20Literature/RS01,datasheets/robstride-steadywin/robstride_RS01_user_manual.pdf,151.75,OpenELAB EUR (motor w/o debug board),24-48,6.0,17.0,,100.0,315.0,170.0,0.38,78.5,40.0,7.75:1 planetary,1.22,output-shaft; per Arms(RMS) [derived; datasheet states 'N.m/Arms' only],9.6,Vrms/kRPM,"back-EMF const (Ke); motor-shaft [inferred, frame unstated]",0.58,line-to-line,unknown,14.0,7.0,23.0,IP52 (IP67 option),CAN 1Mbps (CANopen),Rated V=36 (per OpenELAB); square 78.5x78.5x40mm; SINGLE 14-bit magnetic encoder; inductance 187-339uH; currents Apk(peak); 28 poles,RobStride RS01 User Manual (github.com/RobStride/Product_Information); OpenELAB guide; AliExpress official store 1103506059,robstride-steadywin_specs.csv
actuator,RobStride,RS02,https://www.robstride.com/products/robStride02,https://github.com/RobStride/Product_Information/tree/main/Product%20Literature/RS02,datasheets/robstride-steadywin/robstride_RS02_user_manual.pdf,164.95,OpenELAB EUR (motor w/o debug board); Seeed $160; AliExpress ~$145,24-60,6.0,17.0,,360.0,410.0,170.0,0.405,78.5,45.5,7.75:1 planetary,1.22,output-shaft; per Arms(RMS) [derived; datasheet states 'N.m/Arms' only],9.6,Vrms/kRPM,"back-EMF const (Ke); motor-shaft [inferred, frame unstated]",,,unknown,14.0,7.0,23.0,IP52 (IP67 option),CAN 1Mbps (CANopen),Rated V=48; dual 14-bit magnetic encoders; IP67 variant available (separate manual RS02-IP67); currents Apk(peak); 28 poles,RobStride RS02 User Manual (github.com/RobStride/Product_Information); OpenELAB guide; AliExpress official store 1103506059,robstride-steadywin_specs.csv
actuator,RobStride,RS03,https://www.robstride.com/products/robStride03,https://github.com/RobStride/Product_Information/tree/main/Product%20Literature/RS03,datasheets/robstride-steadywin/robstride_RS03_user_manual.pdf,247.45,OpenELAB EUR sale (reg 276.10),24-60,20.0,60.0,,100.0,195.0,380.0,0.88,106.0,56.0,9:1 planetary,2.36,output-shaft; per Arms(RMS) [derived; datasheet states 'N.m/Arms' only],17.0,Vrms/kRPM,"back-EMF const (Ke); motor-shaft [inferred, frame unstated]",0.39,line-to-line,unknown,21.0,12.0,43.0,IP52 (IP67 option),CAN 1Mbps (CANopen),Rated V=48; manual voltage range 24-60V (OpenELAB lists 15-60V); dual magnetic encoders; back-EMF 17Vrms/kRPM; inductance 0.275mH; currents Apk(peak); 42 poles,RobStride RS03 User Manual (github.com/RobStride/Product_Information); OpenELAB guide; AliExpress official store 1103506059,robstride-steadywin_specs.csv
actuator,RobStride,RS04,https://www.robstride.com/products/robStride04,https://github.com/RobStride/Product_Information/tree/main/Product%20Literature/RS04,datasheets/robstride-steadywin/robstride_RS04_user_manual.pdf,280.45,OpenELAB EUR (motor); AliExpress from $255; Seeed,15-60,40.0,120.0,,167.0,200.0,700.0,1.42,120.0,56.0,9:1 planetary,2.1,output-shaft; per Arms(RMS) [derived; datasheet states 'N.m/Arms' only],16.9,Vrms/kRPM,"back-EMF const (Ke); motor-shaft [inferred, frame unstated]",0.16,line-to-line,unknown,21.0,27.0,90.0,IP52 (IP67 option),CAN 1Mbps (CANopen),Rated V=48; dual 14-bit magnetic encoders; no-load current 2Arms; inductance 0.211mH; currents Apk(peak); 42 poles,RobStride RS04 User Manual (github.com/RobStride/Product_Information); OpenELAB guide; AliExpress official store 1103506059,robstride-steadywin_specs.csv
actuator,RobStride,RS05,https://www.robstride.com/products/robStride05,https://github.com/RobStride/Product_Information/tree/main/Product%20Literature/RS05,datasheets/robstride-steadywin/robstride_RS05_user_manual.pdf,126.45,OpenELAB EUR,15-60,1.6,5.5,,,480.0,,0.191,46.0,44.0,7.75:1 planetary,0.94,output-shaft; per Arms(RMS) [derived; datasheet states 'N.m/Arms' only],7.4,Vrms/kRPM,"back-EMF const (Ke); motor-shaft [inferred, frame unstated]",,,unknown,,2.4,11.0,,CAN 1Mbps (CANopen),Rated V=48; dual 14-bit encoders; no-load 480rpm; rated load 1.6Nm tested @100rpm; no-load current 0.14Arms; rated power not published; currents Apk(peak); pole pairs not stated,RobStride RS05 User Manual (github.com/RobStride/Product_Information); OpenELAB guide; AliExpress official store 1103506059,robstride-steadywin_specs.csv
actuator,RobStride,RS06,https://www.robstride.com/products/robStride06,https://github.com/RobStride/Product_Information/tree/main/Product%20Literature/RS06,datasheets/robstride-steadywin/robstride_RS06_user_manual.pdf,230.95,OpenELAB EUR,15-60,11.0,36.0,,,480.0,,0.621,88.0,49.0,9:1 planetary,1.09,output-shaft; per Arms(RMS) [derived; datasheet states 'N.m/Arms' only],7.6,Vrms/kRPM,"back-EMF const (Ke); motor-shaft [inferred, frame unstated]",,,unknown,14.0,14.3,57.0,,CAN 1Mbps (CANopen),Rated V=48; no-load 480rpm; rated load 11Nm tested @100rpm; no-load current 0.98Arms; rated power not published; currents Apk(peak); 28 poles,RobStride RS06 User Manual (github.com/RobStride/Product_Information); OpenELAB guide; AliExpress official store 1103506059,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM3505-8,https://steadywin-motor.com/products/gim3505-8,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,64.61,"OpenELAB from-price, base config (driver optional)",12~40,0.67,1.79,,230.0,400.0,36.72,0.097,43.0,30.0,8:1 planetary,0.44,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),16.6667,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),5.473,phase-to-phase,Wye,11.0,1.53,3.99,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: NO; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A') | per-model PDF pack: datasheets/robstride-steadywin/steadywin_docs/Planetary Reduction Motor/GIM3505-8/,SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim3505-8-planetary-gear-motor,robstride-steadywin_specs.csv
actuator,SteadyWin,GIM3510-8,https://steadywin-motor.com,https://islandcloud.co/link/689e8ddf86b8201b11f287fb/3b7bfd04-6f4c-48e1-8cd2-6a84b9bd3cd6,datasheets/robstride-steadywin/steadywin_planetary_reduction_motor_selection_table.xlsx,88.24,"OpenELAB from-price, base config (driver optional)",12~40,1.0,6.28,,534.0,588.0,79.2,0.2596,46.0,51.5,8:1 planetary,0.26,unknown (table: 'Torque constant N.M/A'; motor/output frame unspecified),24.5,rpm/V,unknown (table: 'Speed constant rpm/V'; appears output-referenced),0.515,phase-to-phase,Delta,7.0,3.3,28.94,IP54,CAN&485,Rated V=24; dims/weight incl. driver; driver encoder 14bit; 2nd output-shaft encoder: YES; backlash 15arcmin; steel planetary gear; rated/peak current units per table ('A'),SteadyWin Planetary Reduction Motor Selection Table (official steadywin-motor.com document-download); reseller https://openelab.io/products/steadywin-gim3510-8-robot-gear-motor-reducer-planetary,robstride-steadywin_specs.csv
